,Date,Year,Time,Crash_location,Organisation,Flight_num,Route,Ac_type,Ground_fatalities_num,Summary,Month,Crash_location_country,Crash_location_ISO,Crash_location_city,Crash_location_city_longitude,Crash_location_city_latitude,Total onboard,Passengers onboard,Crew onboard,Onboard deaths,Passengers dead,Crew dead,all deaths,Total survivors,Passengers survivors,Crew survivors
4855,29,1972,06:05,"Cruzeiro do Sul Acre, Brazil",Amazonese Importacao e Exportacao,601,Rio Branc - Cruzeiro do Sul,Lockheed 049 Constellation,0,"Cashed into trees shortly after taking off after two engines failed. Refueling directly from the trucks, without allowing sufficient time for the fuel to settle.",May,Brazil,BR,Cruz,-2.9211,-40.17589,18,15,3,9,6,3,9,9,9,0
4863,16,1964,09:15,"Crown King, Arizona",Commercial Air Taxi,601,"Comox, BC - Greenwood,NS",Hughes 269B,0,Collided with wires while landing. Pilot error.  Failed to see and avoid objects or obstructions.,October,Arizona,US,King,36.28069,-80.35922,2,1,1,2,1,1,2,0,0,0
4867,22,1970,08:25,"Cranbrook, Canada",Eagle Flight - Air Taxi,55,"Portland, OR - Cranbrook, Canada",Cessna T337B,0,Descended below minimum approach altitude for unknown reasons.,September,Canada,CA,Cranbrook,49.49991,-115.76879,4,3,1,4,3,1,4,0,0,0
4868,11,1978,c 12:55,"Cranbrook, British Columbia, Canada",Pacific Western Airlines,314,Calgary - Cranbrook,Boeing B-737-275,0,"The aircraft touched down just as the crew noticed a snow plow on the runway. A go-around was initiated but the thrust reverses did not stow away properly because hydraulic power was automatically cut off at lift-off.  The aircraft missed the plow, overran the runway, crashed and burned. Estimated time of arrival given by Calgary ATC in error. Crew did not report over its final approach beacon.",February,Canada,CA,Cranbrook,49.49991,-115.76879,49,44,5,42,38,4,42,7,6,1
4869,19,1969,13:00,"Craig, Alaska",Simpson Air Service - Air Taxi,314,Calgary - Cranbrook,de Havilland DHC-2,0,"Crashed into water after making a steep, nose high turn. Pilot in command failed to maintain flying speed.",April,Alaska,US,Craig,40.51525,-107.54645,9,8,1,9,8,1,9,0,0,0
4871,08,1979,10:08,"Covington, Kentucky",Comair,314,"Covington, KY - Nashville, TN",Piper PA-31,0,The plane crashed after engine failure for undetermined reasons. Improper flap configueration. Plane overloaded. Hurried departure. Inadequate flight training.,October,Kentucky,US,Covington,33.59678,-83.86018,8,7,1,8,7,1,8,0,0,0
4873,18,1929,09:53,"Cove, Oregon",Varney Air Lines,702,"Boise, ID - Pasco, WA",Stearman C-38,0,While attempting to make an emergency landing on the Minam river the mail plane hit a bolder killing the pilot.,January,Oregon,US,Oregon,41.64366,-83.48688,1,0,1,1,0,1,1,0,0,0
4874,25,1990,21:34,"Cove Neck, New York",AVIANCA,052,Medellin - New York City,Boeing B-707-321B,0,"The aircraft was put in a series of extended holding patterns as it approached New York.The crew informed ATC they were running out of fuel but did not declare an emergency and were cleared to land. After a missed approach and during  a go-around, the plane ran out of fuel and crashed in a wooded area. The captain speaking very little English and communicating through the first officer, at no time declared an emergency. The first officer used the term ""we need priority"" several times, rather than declaring an emergency. The ATC did not realize the peril of the aircraft. Failure of the crew to properly communicate the emergency situation to the ATC. Although blame was placed squarely on the crew there are several reasons why ATC should have  taken some responsibility for the accident. ATC was trying to land too many planes at once given the weather and number of missed approaches and aborted landing that were taking place. The plane was put in an extended holding pattern on three different occasions. The crew was not told of wind shear below 500 ft. which led to the aborted landing attempt. The plane was passed between three different controllers as it came out of its holding pattern to land. Each time the crew had to repeat their fuel situation.  The crew did say ""we are running out of fuel"" numerous times only to be taken on a wide circling pattern after the first attempt at landing was aborted. Although the major blame was placed on the crew, in the end, the FAA paid 40% of compensations to the passenger's families.",January,New York,US,York,39.9626,-76.72774,158,149,9,73,65,8,73,85,84,1
4875,30,1962,21:34,"Coulommiers, France",Air France,052,Training,Douglas DC-3,0,Crashed during a training flight.,July,France,FR,Coulommiers,48.81451,3.08498,8,0,8,4,0,4,4,4,0,4
4876,25,2003,14:55,"Cotonou, Benin",Union des Transports Aeriens de Guinee,141,"Conakry, Guinea - Cotonou, Benin - Beirut, Lebanon",Boeing B-727-223,0,"The B-727 was barely able to climb after taking off from Cotonou Airport. The landing gear struck a building housing electronics, crashed through the barrier fence and broke up along the shoreline adjacent to the airport. The plane was overloaded by 10 tons of cargo which was improperly distributed. The pilot was tried, convicted and sentenced to 20 years in jail by a Lebanese court.",December,Benin,BJ,Cotonou,6.36536,2.41833,161,151,10,140,132,8,140,21,19,2
4877,28,2010,11:30,"Cotabato City, Philippines",Military - Philippine Air Force,141,Cotabato Cty - Zamboanga City,GAF N22B Nomad,1,"While taking off, the crew experienced an engine fire and tried to make an emergency landing but crashed into a residential neighborhood.",January,Philippines,PH,Cotabato,7.22361,124.24639,8,6,2,8,6,2,9,0,0,0
4879,25,1983,10:15,"Cortez, Colorado",Air Taxi - Four Corners Aviation Inc.,141,"Blanding, UT - Farnington, New Mexico",Cessna U206,0,Pilot became disoriented in clouds and impacted rising terrain in a nose up attitude. Continued VFR flight in adverse weather. Pilot was not instrumented rated.,June,Colorado,US,Cortez,37.34888,-108.58593,5,4,1,2,1,1,2,3,3,0
4881,21,1951,c 07:00,"Corozal, Colombia",LANSA,141,"Casablanca, Morocco - Paris France",Douglas C-47,0,Crashed while on a flight to Cartagena.,March,Colombia,CO,Corozal,9.31847,-75.2933,27,24,3,27,24,3,27,0,0,0
4882,15,1967,15:30,"Corona, New Mexico",Tulakes Aviaiton - Air Taxi,141,"Casablanca, Morocco - Paris France",Piper PA-32,0,Crashed in icing conditions at a low altitude. Evasive maneuver to avoid trees. Pilot not instrument rated. Continued VFR flight into adverse weather conditions.,December,New Mexico,US,Mexico,39.16976,-91.88295,6,5,1,2,1,1,2,4,4,0
4883,19,1989,12:10,"Corona, California",Air Taxi - Las Vegas Flyers Inc.,141,"Las Vegas, NV - Santa Ana, CA",Cessna 402B,0,"The accident occurred during a descent when the aircraft collided with a 2,060 ft. mountain. The pilot's failure to properly preflight and plan for flight and his intentional flight into imc conditions. Pilots disregard for in-flight weather advisories. Factors contributing to the accident were the low ceiling conditions in conjunction with the mountainous terrain.",February,California,US,California,38.3004,-76.50745,10,9,1,10,9,1,10,0,0,0
4884,09,1999,12:10,"Coron, Philippines",Pacific Airways,141,"Las Vegas, NV - Santa Ana, CA",Britten-Norman BN-2A-21 Islander,0,Summary unavailable.,June,Philippines,PH,Coron,11.9986,120.2043,1,0,1,1,0,1,1,0,0,0
4885,16,2004,15:00,"Coron Island, Philippines",Pacific Air,141,Coron Island - Manila,Pilatus Britten-Norman BN-2A-21 Islander,0,"A few minutes after takeoff, the cargo plane struck the side Tagbao mountain a few  kilometers from the airport.",October,Philippines,PH,Coron,11.9986,120.2043,2,0,2,2,0,2,2,0,0,0
4886,10,2011,09:45,"Cork, Ireland",Manx2,7100,Belfast - Cork,Swearingen SA-227BC Metro III,0,"The Metroliner made an approach to Runway 17 in low visibility and the crew decided to go-around. A second attempt to land on Runway 35 was also unsuccessful and resulted in another go-around. During a third landing attempt on Runway 17, the aircraft crashed adjacent to Taxiway C and came to rest upside down. A fire soon erupted. Four passenger and both crew members were killed. Improper crew coordination and procedures led to loss of control of the aircraft. A contributing factor was inadequate maintenance causing the two engines to develop unequal thrust.",February,Ireland,IE,Cork,51.89797,-8.47061,12,10,2,6,4,2,6,6,6,0
4887,20,1972,09:45,"Corfu Island, Greece",Charter,7100,Belfast - Cork,Sud-Aviation SE210 Caravelle,0,"On the takeoff run, a loud explosion was heard and the takeoff was aborted. The aircraft never became airborne,  overran the runway and crashed into shallow water.  On passenger that did not have her seatbelt on was killed.",July,Greece,GR,Corfu,39.62441,19.92016,84,10,2,1,1,0,1,83,9,2
4893,26,1947,15:30,"Copenhagen, Denmark",KLM Royal Dutch Airlines,901,Kobenhavn - Stockholm,Douglas C- C47A-30DK,0,"During takeoff from Kobenhavn-Kastrup Airport, ,the aircraft rose to a height of 150 feet and then crashed to the ground in a fireball. Failure to remove the elevator locking pins prior to takeoff. Singer Grace Moore, 48, and Swedish crown prince, Gustav Adolf, 41, among those killed.",January,Denmark,DK,Copenhagen,55.67594,12.56553,22,18,4,22,18,4,22,0,0,0
4894,15,1957,06:30,"Copenhagen, Denmark",Aeroflot,103,Riga - Copenhagen,Ilyushin IL-14P,0,Crashed into the harbor after hitting the chimney of a factory. Crew error. ATC error.,August,Denmark,DK,Copenhagen,55.67594,12.56553,23,18,5,23,18,5,23,0,0,0
4896,06,1971,13:15,"Coolidge, Arizona",Apache Airlines - Air Taxi,103,"Tucon, AZ - Phoenix, AZ",de Havilland 104-7X,0,Crashed after the wing separated from the fuselage. Fractured due to fatigue which propagated in area of corrosion and fretting.,May,Arizona,US,Coolidge,32.97784,-111.51762,12,10,2,12,10,2,12,0,0,0
4897,10,1949,09:50,"Coolangatta, Australia",Queensland Airlines,103,Coolangatta - Brisbane,Lockheed 18 Lodestar,0,"Crashed on takeoff from Coolangatta.  After becoming airborne, the aircraft was seen to climb very steeply and stall when at a height of 300 ft., roll to the left and crash.",March,Australia,AU,Coolangatta,-28.16944,153.53471,22,19,3,22,19,3,22,0,0,0
4898,25,1982,09:50,"Constanta, Romania",Tarom,103,Training,Antonov An-24RV,0,A malfunction of the No. 1 engine feathering system caused the aircraft to lose control and crash.,January,Romania,RO,Roman,46.92119,26.92646,7,0,7,7,0,7,7,0,0,0
4902,04,1982,04:10,"Concord, New Hampshire",Air Taxi - Coastal Air Services,103,"Groton, CT - Concord, CT",Piper PA-28-161,0,Collided with trees on approach. Weather briefing recommended no VFR flight. VFR flight into IFR conditions.,August,New Hampshire,US,Concord,38.5245,-90.35734,2,1,1,2,1,1,2,0,0,0
4903,03,1978,04:10,"Conakry, Guinea",Air Guinee,103,"Groton, CT - Concord, CT",Ilyushin IL-18,0,Summary unavailable.,September,Guinea,GN,Conakry,9.53795,-13.67729,17,9,8,15,8,7,15,2,1,1
4904,14,1968,09:35,"Compton, California",Los Angeles Airways,417,"Groton, CT - Concord, CT",Sikorsky S-61L helicopter,0,The main rotor blade of the helicopter separated from the central hub. The aircraft spun to destruction as the tail cone sheared off. Metallurgical fault during manufacture of the main rotor blade spindle. Fatigue origin in area of substandard hardness and inadequate shot peening on main rotor blade spindle.,August,California,US,California,38.3004,-76.50745,21,18,3,21,18,3,21,0,0,0
4909,01,2008,12:10,"Columbus, Ohio",Air Tahoma,417,Colombus - Mansfield,Convair CV-580,0,"Soon after taking off the pilot radioed he was returning to the airport but the aircraft crashed into a corn field, broke up and burned. The improper (reverse) rigging of the elevator trim cables by company maintenance personnel, and their subsequent failure to discover the misrigging during required post-maintenance checks. Contributing to the accident was the captainâ€™s inadequate post-maintenance preflight check.",September,Ohio,US,Columbus,32.46098,-84.98771,3,0,3,3,0,3,3,0,0,0
4910,16,1948,20:42,"Columbus, Ohio",Slick Airways,417,"Newark, NJ - Chicago, IL",Curtiss C-46E,0,"Cargo flight. The in-flight failure of the fuselage carry-in structure beneath the fin, due to extreme turbulence.",May,Ohio,US,Columbus,32.46098,-84.98771,2,0,2,2,0,2,2,0,0,0
4911,29,1929,20:42,"Columbus, Ohio",Continental Air Lines,417,"Newark, NJ - Chicago, IL",Travel Air 4000,0,The mail plane crashed into an antenna mast in fog and low visibility and burned.,June,Ohio,US,Columbus,32.46098,-84.98771,1,0,1,1,0,1,1,0,0,0
4912,07,1994,23:21,"Columbus, Ohio",Atlantic Coast Airlines (United Express),6291,"Washington D.C. - Columbus, OH",British Aerospace Jetstream 4101,0,"The aircraft stalled 1.2 miles east of runway 28L during an ILS approach. An aerodynamic stall occurred when the flightcrew allowed the airspeed to decay to stall speed following a poorly planned and executed approach characterized by an absence of procedural discipline. Improper pilot response to the stall warning including failure to advance the power levers to maximum and inappropriately raising the flaps. Flightcrew's inexperience in a  ""glass cockpit"" automated aircraft.",January,Ohio,US,Columbus,32.46098,-84.98771,8,3,5,5,2,3,5,3,1,2
4913,25,1948,06:00,"Columbus, Ohio",Bruning Aviation,6291,"Pittsburgh, PA - Columbus, OH",Douglas C-47A,0,The cargo plane struck trees while attempting to land.The continuation of an instrument approach below an altitude sufficient to clear the terrain en route.,February,Ohio,US,Columbus,32.46098,-84.98771,2,0,2,2,0,2,2,0,0,0
4914,05,2007,06:48,"Columbus, Ohio",Castle Aviation,6291,"Columbus, OH - Buffalo, NY",Cessna 208B Caravan I Super Cargomaster,0,"The cargo plane crashed into a brushy field, inverted, shortly after taking off in heavy snow. Radar data indicated that it was in a left turn at a ground speed of 109 knots before descending and impacting terrain. The plane was carrying checks and other goods for a banking customer. The pilot's failure to maintain aircraft control and collision avoidance with terrain due to spatial disorientation. Contributing to the accident were low cloud ceiling and night conditions.",December,Ohio,US,Columbus,32.46098,-84.98771,2,1,1,2,1,1,2,0,0,0
4915,22,1943,c 20:20,"Columbus, Georgia",Military - U.S. Army Air Forces,6291,"Columbus, OH - Buffalo, NY",Douglas C-47-DL,0,Stalled when it was making a descending turn during a parachute exercise.,October,Georgia,US,Columbus,32.46098,-84.98771,20,15,5,20,15,5,20,0,0,0
4916,22,1947,10:40,"Columbus, Georgia",Delta Air Lines,6291,"Columbus, OH - Buffalo, NY",Douglas DC-3 (C-47DL) /Vultee BT-13,0,"A private plane landed on top of the DC-3 while it was taking off.  After rising to a height of 150 ft., the tail of the DC-3 was forced down and both planes crashed in flames. All 9 killed aboard the DC-3 and one aboard the private plane were killed.  The failure of the pilot in the BT-13 to fly a standard left hand pattern in his approach to the airport and to keep a diligent lookout for other traffic.",April,Georgia,US,Columbus,32.46098,-84.98771,10,8,2,10,8,2,10,0,0,0
